src_code,trg_code,src_codingsystem,trg_codingsystem
TJU,1015144,asfis,worms
TJW,1013494,asfis,worms
TLS,1015839,asfis,worms
TMV,1018240,asfis,worms
TMC,1383545,asfis,worms
TLT,1014128,asfis,worms
TMS,1011721,asfis,worms
TML,1015430,asfis,worms
TCM,1026758,asfis,worms
TMR,1020963,asfis,worms
UFF,1026902,asfis,worms
TFN,1018955,asfis,worms
TMI,1011558,asfis,worms
TME,1016813,asfis,worms
UAA,1020068,asfis,worms
CHK,283148,asfis,worms
EVH,1525783,asfis,worms
XEH,1019031,asfis,worms
EOB,1017992,asfis,worms
XTB,1624158,asfis,worms
CIX,151383,asfis,worms
PEC,280711,asfis,worms
PPD,1021926,asfis,worms
PPV,1020652,asfis,worms
AAC,157877,asfis,worms
LLS,279822,asfis,worms
